OlcumTarihi,BolgeId,OlcumDegeri,BolgeAdi,GazId,GazAdi
2000-01-01,2,27,BORNOVA,2,SO2
2000-01-01,6,,CIGLI,2,SO2
2000-01-01,7,,BAYRAKLI,1,PM10
2000-01-01,4,47,KARSIYAKA,2,SO2
2000-01-01,1,,ALSANCAK,1,PM10
2000-01-01,6,,CIGLI,1,PM10
2000-01-01,4,,KARSIYAKA,1,PM10
2000-01-01,3,16,GUZELYALI,2,SO2
2000-01-01,1,125,ALSANCAK,2,SO2
2000-01-01,5,,SIRINYER,1,PM10
2000-01-01,5,,SIRINYER,2,SO2
2000-01-01,3,,GUZELYALI,1,PM10
2000-01-01,7,,BAYRAKLI,2,SO2
2000-01-01,2,,BORNOVA,1,PM10
2000-01-02,2,34,BORNOVA,2,SO2
2000-01-02,3,49,GUZELYALI,2,SO2
2000-01-02,1,154,ALSANCAK,2,SO2
2000-01-03,2,38,BORNOVA,2,SO2
2000-01-03,4,45,KARSIYAKA,2,SO2
2000-01-03,3,141,GUZELYALI,2,SO2
2000-01-03,1,,ALSANCAK,2,SO2
2000-01-04,2,39,BORNOVA,2,SO2
2000-01-04,4,21,KARSIYAKA,1,PM10
2000-01-04,3,134,GUZELYALI,2,SO2
2000-01-05,2,45,BORNOVA,2,SO2
2000-01-05,4,74,KARSIYAKA,2,SO2
2000-01-05,1,49,ALSANCAK,1,PM10
2000-01-05,3,155,GUZELYALI,2,SO2
2000-01-05,1,158,ALSANCAK,2,SO2
2000-01-06,2,64,BORNOVA,2,SO2
2000-01-06,4,86,KARSIYAKA,2,SO2
2000-01-06,4,27,KARSIYAKA,1,PM10
2000-01-06,3,258,GUZELYALI,2,SO2
2000-01-06,1,216,ALSANCAK,2,SO2
2000-01-06,3,45,GUZELYALI,1,PM10
2000-01-06,2,25,BORNOVA,1,PM10
2000-01-07,2,59,BORNOVA,2,SO2
2000-01-07,4,,KARSIYAKA,2,SO2
2000-01-07,1,48,ALSANCAK,1,PM10
2000-01-07,3,121,GUZELYALI,2,SO2
2000-01-07,1,196,ALSANCAK,2,SO2
2000-01-07,3,32,GUZELYALI,1,PM10
2000-01-07,2,22,BORNOVA,1,PM10
2000-01-08,2,33,BORNOVA,2,SO2
2000-01-08,1,26,ALSANCAK,1,PM10
2000-01-08,3,35,GUZELYALI,2,SO2
2000-01-08,1,131,ALSANCAK,2,SO2
2000-01-08,3,15,GUZELYALI,1,PM10
2000-01-08,2,11,BORNOVA,1,PM10
2000-01-09,2,,BORNOVA,2,SO2
2000-01-09,4,69,KARSIYAKA,2,SO2
2000-01-09,1,28,ALSANCAK,1,PM10
2000-01-09,4,23,KARSIYAKA,1,PM10
2000-01-09,3,38,GUZELYALI,2,SO2
2000-01-09,1,108,ALSANCAK,2,SO2
2000-01-09,3,25,GUZELYALI,1,PM10
2000-01-10,4,78,KARSIYAKA,2,SO2
2000-01-10,1,38,ALSANCAK,1,PM10
2000-01-10,4,32,KARSIYAKA,1,PM10
2000-01-10,3,50,GUZELYALI,2,SO2
2000-01-10,1,112,ALSANCAK,2,SO2
2000-01-10,3,42,GUZELYALI,1,PM10
2000-01-11,2,55,BORNOVA,2,SO2
2000-01-11,4,84,KARSIYAKA,2,SO2
2000-01-11,1,57,ALSANCAK,1,PM10
2000-01-11,4,33,KARSIYAKA,1,PM10
2000-01-11,3,165,GUZELYALI,2,SO2
2000-01-11,1,121,ALSANCAK,2,SO2
2000-01-11,3,43,GUZELYALI,1,PM10
2000-01-11,2,17,BORNOVA,1,PM10
2000-01-12,2,49,BORNOVA,2,SO2
2000-01-12,4,55,KARSIYAKA,2,SO2
2000-01-12,4,19,KARSIYAKA,1,PM10
2000-01-12,3,151,GUZELYALI,2,SO2
2000-01-12,3,39,GUZELYALI,1,PM10
2000-01-12,2,21,BORNOVA,1,PM10
2000-01-13,2,48,BORNOVA,2,SO2
2000-01-13,4,64,KARSIYAKA,2,SO2
2000-01-13,1,24,ALSANCAK,1,PM10
2000-01-13,4,20,KARSIYAKA,1,PM10
2000-01-13,3,171,GUZELYALI,2,SO2
2000-01-13,1,178,ALSANCAK,2,SO2
2000-01-13,2,23,BORNOVA,1,PM10
2000-01-14,4,61,KARSIYAKA,2,SO2
2000-01-14,1,59,ALSANCAK,1,PM10
2000-01-14,3,172,GUZELYALI,2,SO2
2000-01-14,1,210,ALSANCAK,2,SO2
2000-01-14,3,53,GUZELYALI,1,PM10
2000-01-14,2,24,BORNOVA,1,PM10
2000-01-15,4,136,KARSIYAKA,2,SO2
2000-01-15,1,69,ALSANCAK,1,PM10
2000-01-15,4,60,KARSIYAKA,1,PM10
2000-01-15,3,179,GUZELYALI,2,SO2
2000-01-15,1,235,ALSANCAK,2,SO2
2000-01-15,3,73,GUZELYALI,1,PM10
2000-01-15,2,29,BORNOVA,1,PM10
2000-01-16,2,66,BORNOVA,2,SO2
2000-01-16,4,121,KARSIYAKA,2,SO2
2000-01-16,1,109,ALSANCAK,1,PM10
2000-01-16,3,214,GUZELYALI,2,SO2
2000-01-16,1,237,ALSANCAK,2,SO2
2000-01-16,3,149,GUZELYALI,1,PM10
2000-01-16,2,44,BORNOVA,1,PM10
2000-01-17,2,127,BORNOVA,2,SO2
2000-01-17,4,157,KARSIYAKA,2,SO2
2000-01-17,1,150,ALSANCAK,1,PM10
2000-01-17,4,91,KARSIYAKA,1,PM10
2000-01-17,3,294,GUZELYALI,2,SO2
2000-01-17,1,323,ALSANCAK,2,SO2
2000-01-17,3,203,GUZELYALI,1,PM10
2000-01-17,2,73,BORNOVA,1,PM10
2000-01-18,4,89,KARSIYAKA,2,SO2
2000-01-18,1,101,ALSANCAK,1,PM10
2000-01-18,1,122,ALSANCAK,2,SO2
2000-01-18,3,124,GUZELYALI,1,PM10
2000-01-18,2,35,BORNOVA,1,PM10
2000-01-19,2,8,BORNOVA,2,SO2
2000-01-19,4,57,KARSIYAKA,2,SO2
2000-01-19,1,63,ALSANCAK,1,PM10
2000-01-19,4,40,KARSIYAKA,1,PM10
2000-01-19,3,63,GUZELYALI,2,SO2
2000-01-19,1,141,ALSANCAK,2,SO2
2000-01-19,2,39,BORNOVA,1,PM10
2000-01-20,2,71,BORNOVA,2,SO2
2000-01-20,4,96,KARSIYAKA,2,SO2
2000-01-20,1,55,ALSANCAK,1,PM10
2000-01-20,4,37,KARSIYAKA,1,PM10
2000-01-20,3,204,GUZELYALI,2,SO2
2000-01-20,1,209,ALSANCAK,2,SO2
2000-01-20,3,61,GUZELYALI,1,PM10
2000-01-21,2,129,BORNOVA,2,SO2
2000-01-21,4,92,KARSIYAKA,2,SO2
2000-01-21,1,60,ALSANCAK,1,PM10
2000-01-21,4,35,KARSIYAKA,1,PM10
2000-01-21,3,181,GUZELYALI,2,SO2
2000-01-21,1,174,ALSANCAK,2,SO2
2000-01-21,3,77,GUZELYALI,1,PM10
2000-01-21,2,41,BORNOVA,1,PM10
2000-01-22,1,33,ALSANCAK,1,PM10
2000-01-22,3,83,GUZELYALI,2,SO2
2000-01-22,1,139,ALSANCAK,2,SO2
2000-01-22,2,33,BORNOVA,1,PM10
2000-01-23,2,42,BORNOVA,2,SO2
2000-01-23,4,60,KARSIYAKA,2,SO2
2000-01-23,4,39,KARSIYAKA,1,PM10
2000-01-23,3,105,GUZELYALI,2,SO2
2000-01-23,1,143,ALSANCAK,2,SO2
2000-01-23,3,78,GUZELYALI,1,PM10
2000-01-23,2,34,BORNOVA,1,PM10
2000-01-24,2,16,BORNOVA,2,SO2
2000-01-24,4,39,KARSIYAKA,2,SO2
2000-01-24,1,18,ALSANCAK,1,PM10
2000-01-24,3,47,GUZELYALI,2,SO2
2000-01-24,1,45,ALSANCAK,2,SO2
2000-01-24,3,29,GUZELYALI,1,PM10
2000-01-24,2,26,BORNOVA,1,PM10
2000-01-25,2,67,BORNOVA,2,SO2
2000-01-25,1,34,ALSANCAK,1,PM10
2000-01-25,3,61,GUZELYALI,2,SO2
2000-01-25,1,243,ALSANCAK,2,SO2
2000-01-25,3,40,GUZELYALI,1,PM10
2000-01-25,2,36,BORNOVA,1,PM10
2000-01-26,2,77,BORNOVA,2,SO2
2000-01-26,4,76,KARSIYAKA,2,SO2
2000-01-26,1,41,ALSANCAK,1,PM10
2000-01-26,4,31,KARSIYAKA,1,PM10
2000-01-26,3,142,GUZELYALI,2,SO2
2000-01-26,3,49,GUZELYALI,1,PM10
2000-01-26,2,30,BORNOVA,1,PM10
2000-01-27,2,105,BORNOVA,2,SO2
2000-01-27,1,56,ALSANCAK,1,PM10
2000-01-27,4,29,KARSIYAKA,1,PM10
2000-01-27,3,189,GUZELYALI,2,SO2
2000-01-27,3,55,GUZELYALI,1,PM10
2000-01-28,2,94,BORNOVA,2,SO2
2000-01-28,4,26,KARSIYAKA,2,SO2
2000-01-28,1,83,ALSANCAK,1,PM10
2000-01-28,4,54,KARSIYAKA,1,PM10
2000-01-28,3,229,GUZELYALI,2,SO2
2000-01-28,1,289,ALSANCAK,2,SO2
2000-01-28,3,113,GUZELYALI,1,PM10
2000-01-29,2,98,BORNOVA,2,SO2
2000-01-29,4,21,KARSIYAKA,2,SO2
2000-01-29,1,127,ALSANCAK,1,PM10
2000-01-29,4,71,KARSIYAKA,1,PM10
2000-01-29,3,260,GUZELYALI,2,SO2
2000-01-29,1,367,ALSANCAK,2,SO2
2000-01-29,3,191,GUZELYALI,1,PM10
2000-01-29,2,61,BORNOVA,1,PM10
2000-01-30,4,75,KARSIYAKA,2,SO2
2000-01-30,1,74,ALSANCAK,1,PM10
2000-01-30,4,55,KARSIYAKA,1,PM10
2000-01-30,3,153,GUZELYALI,2,SO2
2000-01-30,1,130,ALSANCAK,2,SO2
2000-01-30,3,89,GUZELYALI,1,PM10
2000-01-30,2,54,BORNOVA,1,PM10
2000-01-31,2,63,BORNOVA,2,SO2
2000-01-31,4,77,KARSIYAKA,2,SO2
2000-01-31,1,68,ALSANCAK,1,PM10
2000-01-31,4,65,KARSIYAKA,1,PM10
2000-01-31,3,103,GUZELYALI,2,SO2
2000-01-31,1,180,ALSANCAK,2,SO2
2000-01-31,3,97,GUZELYALI,1,PM10
2000-01-31,2,63,BORNOVA,1,PM10
2000-02-01,4,116,KARSIYAKA,2,SO2
2000-02-01,1,137,ALSANCAK,1,PM10
2000-02-01,4,94,KARSIYAKA,1,PM10
2000-02-01,3,111,GUZELYALI,2,SO2
2000-02-01,1,159,ALSANCAK,2,SO2
2000-02-01,3,142,GUZELYALI,1,PM10
2000-02-02,4,113,KARSIYAKA,2,SO2
2000-02-02,1,217,ALSANCAK,1,PM10
2000-02-02,4,90,KARSIYAKA,1,PM10
2000-02-02,3,148,GUZELYALI,2,SO2
2000-02-02,1,187,ALSANCAK,2,SO2
2000-02-02,2,72,BORNOVA,1,PM10
2000-02-03,2,114,BORNOVA,2,SO2
2000-02-03,4,63,KARSIYAKA,2,SO2
2000-02-03,1,53,ALSANCAK,1,PM10
2000-02-03,4,36,KARSIYAKA,1,PM10
2000-02-03,3,114,GUZELYALI,2,SO2
2000-02-03,1,124,ALSANCAK,2,SO2
2000-02-03,3,58,GUZELYALI,1,PM10
2000-02-03,2,71,BORNOVA,1,PM10
2000-02-04,4,13,KARSIYAKA,2,SO2
2000-02-04,1,30,ALSANCAK,1,PM10
2000-02-04,4,22,KARSIYAKA,1,PM10
2000-02-04,3,56,GUZELYALI,2,SO2
2000-02-04,1,116,ALSANCAK,2,SO2
2000-02-04,3,37,GUZELYALI,1,PM10
2000-02-05,2,43,BORNOVA,2,SO2
2000-02-05,4,65,KARSIYAKA,2,SO2
2000-02-05,1,40,ALSANCAK,1,PM10
2000-02-05,4,26,KARSIYAKA,1,PM10
2000-02-05,3,77,GUZELYALI,2,SO2
2000-02-05,1,182,ALSANCAK,2,SO2
2000-02-05,3,35,GUZELYALI,1,PM10
2000-02-05,2,20,BORNOVA,1,PM10
2000-02-06,2,50,BORNOVA,2,SO2
2000-02-06,1,45,ALSANCAK,1,PM10
2000-02-06,3,115,GUZELYALI,2,SO2
2000-02-06,3,48,GUZELYALI,1,PM10
2000-02-07,4,110,KARSIYAKA,2,SO2
2000-02-07,4,51,KARSIYAKA,1,PM10
2000-02-07,1,176,ALSANCAK,2,SO2
2000-02-07,3,62,GUZELYALI,1,PM10
2000-02-07,2,27,BORNOVA,1,PM10
2000-02-08,2,101,BORNOVA,2,SO2
2000-02-08,1,94,ALSANCAK,1,PM10
2000-02-08,4,141,KARSIYAKA,2,SO2
2000-02-08,3,188,GUZELYALI,2,SO2
2000-02-08,1,221,ALSANCAK,2,SO2
2000-02-08,3,111,GUZELYALI,1,PM10
2000-02-08,2,64,BORNOVA,1,PM10
2000-02-09,2,78,BORNOVA,2,SO2
2000-02-09,1,46,ALSANCAK,1,PM10
2000-02-09,3,110,GUZELYALI,2,SO2
2000-02-09,1,85,ALSANCAK,2,SO2
2000-02-09,2,55,BORNOVA,1,PM10
2000-02-10,2,79,BORNOVA,2,SO2
2000-02-10,3,96,GUZELYALI,2,SO2
2000-02-10,1,99,ALSANCAK,2,SO2
2000-02-10,3,51,GUZELYALI,1,PM10
2000-02-11,1,66,ALSANCAK,1,PM10
2000-02-11,4,104,KARSIYAKA,2,SO2
2000-02-11,3,120,GUZELYALI,2,SO2
2000-02-11,1,153,ALSANCAK,2,SO2
2000-02-11,3,41,GUZELYALI,1,PM10
2000-02-11,2,51,BORNOVA,1,PM10
2000-02-12,4,81,KARSIYAKA,2,SO2
2000-02-12,4,46,KARSIYAKA,1,PM10
2000-02-12,3,84,GUZELYALI,2,SO2
2000-02-12,3,63,GUZELYALI,1,PM10
2000-02-13,2,35,BORNOVA,2,SO2
2000-02-13,1,149,ALSANCAK,2,SO2
2000-02-13,3,47,GUZELYALI,1,PM10
2000-02-13,2,31,BORNOVA,1,PM10
2000-02-14,2,106,BORNOVA,2,SO2
2000-02-14,1,106,ALSANCAK,1,PM10
2000-02-14,4,115,KARSIYAKA,2,SO2
2000-02-14,4,69,KARSIYAKA,1,PM10
2000-02-14,1,258,ALSANCAK,2,SO2
2000-02-14,3,100,GUZELYALI,1,PM10
2000-02-14,2,58,BORNOVA,1,PM10
2000-02-15,2,80,BORNOVA,2,SO2
2000-02-15,1,108,ALSANCAK,1,PM10
2000-02-15,4,112,KARSIYAKA,2,SO2
2000-02-15,4,58,KARSIYAKA,1,PM10
2000-02-15,3,149,GUZELYALI,2,SO2
2000-02-15,1,234,ALSANCAK,2,SO2
2000-02-15,3,108,GUZELYALI,1,PM10
2000-02-15,2,28,BORNOVA,1,PM10
2000-02-16,2,72,BORNOVA,2,SO2
2000-02-16,4,34,KARSIYAKA,1,PM10
2000-02-16,3,59,GUZELYALI,1,PM10
2000-02-16,1,190,ALSANCAK,2,SO2
2000-02-17,2,111,BORNOVA,2,SO2
2000-02-17,1,62,ALSANCAK,1,PM10
2000-02-17,4,41,KARSIYAKA,1,PM10
2000-02-17,1,135,ALSANCAK,2,SO2
2000-02-17,2,52,BORNOVA,1,PM10
2000-02-18,4,28,KARSIYAKA,2,SO2
2000-02-18,4,9,KARSIYAKA,1,PM10
2000-02-18,3,44,GUZELYALI,2,SO2
2000-02-18,3,22,GUZELYALI,1,PM10
2000-02-19,4,48,KARSIYAKA,2,SO2
2000-02-19,3,33,GUZELYALI,2,SO2
2000-02-19,3,44,GUZELYALI,1,PM10
2000-02-19,2,40,BORNOVA,1,PM10
2000-02-20,1,25,ALSANCAK,1,PM10
2000-02-20,4,40,KARSIYAKA,2,SO2
2000-02-20,4,18,KARSIYAKA,1,PM10
2000-02-20,3,19,GUZELYALI,2,SO2
2000-02-21,2,30,BORNOVA,2,SO2
2000-02-21,4,25,KARSIYAKA,2,SO2
2000-02-21,4,15,KARSIYAKA,1,PM10
2000-02-21,3,25,GUZELYALI,2,SO2
2000-02-21,3,30,GUZELYALI,1,PM10
2000-02-22,4,25,KARSIYAKA,1,PM10
2000-02-22,3,125,GUZELYALI,2,SO2
2000-02-23,2,36,BORNOVA,2,SO2
2000-02-23,4,66,KARSIYAKA,2,SO2
2000-02-23,3,156,GUZELYALI,2,SO2
2000-02-23,2,16,BORNOVA,1,PM10
2000-02-24,2,75,BORNOVA,2,SO2
2000-02-24,3,185,GUZELYALI,2,SO2
2000-02-24,3,46,GUZELYALI,1,PM10
2000-02-25,4,100,KARSIYAKA,2,SO2
2000-02-25,4,38,KARSIYAKA,1,PM10
2000-02-25,3,191,GUZELYALI,2,SO2
2000-02-26,1,72,ALSANCAK,1,PM10
2000-02-26,4,129,KARSIYAKA,2,SO2
2000-02-26,4,48,KARSIYAKA,1,PM10
2000-02-26,3,130,GUZELYALI,2,SO2
2000-02-27,2,41,BORNOVA,2,SO2
2000-02-27,4,24,KARSIYAKA,1,PM10
2000-02-27,3,76,GUZELYALI,2,SO2
2000-02-29,1,50,ALSANCAK,1,PM10
2000-02-29,3,174,GUZELYALI,2,SO2
2000-02-29,3,50,GUZELYALI,1,PM10
2000-03-01,1,54,ALSANCAK,1,PM10
2000-03-01,4,101,KARSIYAKA,2,SO2
2000-03-01,4,42,KARSIYAKA,1,PM10
2000-03-01,3,129,GUZELYALI,2,SO2
2000-03-01,3,60,GUZELYALI,1,PM10
2000-03-01,2,37,BORNOVA,1,PM10
2000-03-02,4,28,KARSIYAKA,1,PM10
2000-03-02,3,113,GUZELYALI,2,SO2
2000-03-02,2,65,BORNOVA,1,PM10
2000-03-03,2,44,BORNOVA,2,SO2
2000-03-03,4,35,KARSIYAKA,2,SO2
2000-03-03,2,43,BORNOVA,1,PM10
2000-03-04,1,42,ALSANCAK,1,PM10
2000-03-04,3,54,GUZELYALI,1,PM10
2000-03-04,1,95,ALSANCAK,2,SO2
2000-03-05,4,50,KARSIYAKA,2,SO2
2000-03-05,3,45,GUZELYALI,2,SO2
2000-03-05,3,31,GUZELYALI,1,PM10
2000-03-05,1,50,ALSANCAK,2,SO2
2000-03-06,4,29,KARSIYAKA,2,SO2
2000-03-06,1,110,ALSANCAK,2,SO2
2000-03-07,2,56,BORNOVA,2,SO2
2000-03-07,1,44,ALSANCAK,1,PM10
2000-03-07,4,80,KARSIYAKA,2,SO2
2000-03-07,3,186,GUZELYALI,2,SO2
2000-03-07,1,219,ALSANCAK,2,SO2
2000-03-08,2,92,BORNOVA,2,SO2
2000-03-08,1,82,ALSANCAK,1,PM10
2000-03-08,4,134,KARSIYAKA,2,SO2
2000-03-08,3,193,GUZELYALI,2,SO2
2000-03-08,3,110,GUZELYALI,1,PM10
2000-03-08,2,57,BORNOVA,1,PM10
2000-03-08,1,229,ALSANCAK,2,SO2
2000-03-09,2,81,BORNOVA,2,SO2
2000-03-09,1,122,ALSANCAK,1,PM10
2000-03-09,4,120,KARSIYAKA,2,SO2
2000-03-09,4,79,KARSIYAKA,1,PM10
2000-03-09,3,85,GUZELYALI,1,PM10
2000-03-09,2,45,BORNOVA,1,PM10
2000-03-09,1,147,ALSANCAK,2,SO2
2000-03-10,2,32,BORNOVA,2,SO2
2000-03-10,1,37,ALSANCAK,1,PM10
2000-03-10,4,54,KARSIYAKA,2,SO2
2000-03-10,3,67,GUZELYALI,2,SO2
2000-03-10,2,32,BORNOVA,1,PM10
2000-03-10,1,66,ALSANCAK,2,SO2
2000-03-11,2,25,BORNOVA,2,SO2
2000-03-11,1,35,ALSANCAK,1,PM10
2000-03-11,3,58,GUZELYALI,2,SO2
2000-03-11,1,172,ALSANCAK,2,SO2
2000-03-12,3,55,GUZELYALI,2,SO2
2000-03-12,1,119,ALSANCAK,2,SO2
2000-03-13,2,24,BORNOVA,2,SO2
2000-03-13,3,62,GUZELYALI,2,SO2
2000-03-14,2,51,BORNOVA,2,SO2
2000-03-14,1,36,ALSANCAK,1,PM10
2000-03-14,3,70,GUZELYALI,2,SO2
2000-03-14,2,13,BORNOVA,1,PM10
2000-03-15,2,31,BORNOVA,2,SO2
2000-03-15,4,43,KARSIYAKA,1,PM10
2000-03-15,3,83,GUZELYALI,1,PM10
2000-03-15,1,123,ALSANCAK,2,SO2
2000-03-16,2,26,BORNOVA,2,SO2
2000-03-16,4,46,KARSIYAKA,2,SO2
2000-03-16,1,48,ALSANCAK,2,SO2
2000-03-17,2,12,BORNOVA,2,SO2
2000-03-17,1,13,ALSANCAK,1,PM10
2000-03-17,3,5,GUZELYALI,2,SO2
2000-03-17,3,18,GUZELYALI,1,PM10
2000-03-17,1,28,ALSANCAK,2,SO2
2000-03-18,1,19,ALSANCAK,1,PM10
2000-03-18,3,12,GUZELYALI,2,SO2
2000-03-18,1,56,ALSANCAK,2,SO2
2000-03-19,2,19,BORNOVA,2,SO2
2000-03-19,1,31,ALSANCAK,1,PM10
2000-03-19,3,34,GUZELYALI,2,SO2
2000-03-19,3,33,GUZELYALI,1,PM10
2000-03-19,1,151,ALSANCAK,2,SO2
2000-03-20,1,43,ALSANCAK,1,PM10
2000-03-20,4,71,KARSIYAKA,2,SO2
2000-03-20,3,92,GUZELYALI,2,SO2
2000-03-21,4,85,KARSIYAKA,2,SO2
2000-03-21,3,86,GUZELYALI,2,SO2
2000-03-21,3,64,GUZELYALI,1,PM10
2000-03-21,1,201,ALSANCAK,2,SO2
2000-03-22,4,53,KARSIYAKA,2,SO2
2000-03-22,3,127,GUZELYALI,2,SO2
2000-03-22,1,148,ALSANCAK,2,SO2
2000-03-23,4,58,KARSIYAKA,2,SO2
2000-03-23,1,111,ALSANCAK,2,SO2
2000-03-24,2,104,BORNOVA,2,SO2
2000-03-24,3,112,GUZELYALI,2,SO2
2000-03-24,3,68,GUZELYALI,1,PM10
2000-03-24,1,166,ALSANCAK,2,SO2
2000-03-25,1,141,ALSANCAK,1,PM10
2000-03-25,4,174,KARSIYAKA,2,SO2
2000-03-25,4,85,KARSIYAKA,1,PM10
2000-03-25,3,155,GUZELYALI,1,PM10
2000-03-25,2,95,BORNOVA,1,PM10
2000-03-25,1,238,ALSANCAK,2,SO2
2000-03-26,2,54,BORNOVA,2,SO2
2000-03-26,4,87,KARSIYAKA,2,SO2
2000-03-26,3,102,GUZELYALI,2,SO2
2000-03-26,3,86,GUZELYALI,1,PM10
2000-03-26,2,67,BORNOVA,1,PM10
2000-03-27,4,32,KARSIYAKA,2,SO2
2000-03-27,3,68,GUZELYALI,2,SO2
2000-03-27,1,82,ALSANCAK,2,SO2
2000-03-28,4,17,KARSIYAKA,2,SO2
2000-03-28,1,22,ALSANCAK,2,SO2
2000-03-29,2,65,BORNOVA,2,SO2
2000-03-29,4,38,KARSIYAKA,2,SO2
2000-03-29,4,30,KARSIYAKA,1,PM10
2000-03-29,3,46,GUZELYALI,2,SO2
2000-03-30,2,57,BORNOVA,2,SO2
2000-03-30,4,37,KARSIYAKA,2,SO2
2000-03-31,2,85,BORNOVA,2,SO2
2000-03-31,4,52,KARSIYAKA,2,SO2
2000-03-31,3,,GUZELYALI,2,SO2
2000-03-31,3,57,GUZELYALI,1,PM10
2000-03-31,2,74,BORNOVA,1,PM10
2000-04-01,1,117,ALSANCAK,1,PM10
2000-04-01,4,44,KARSIYAKA,2,SO2
2000-04-01,4,68,KARSIYAKA,1,PM10
2000-04-01,3,82,GUZELYALI,1,PM10
2000-04-01,2,87,BORNOVA,1,PM10
2000-04-02,1,51,ALSANCAK,1,PM10
2000-04-03,1,76,ALSANCAK,1,PM10
2000-04-03,4,23,KARSIYAKA,2,SO2
2000-04-03,3,76,GUZELYALI,1,PM10
2000-04-03,2,68,BORNOVA,1,PM10
2000-04-05,2,21,BORNOVA,2,SO2
2000-04-05,1,96,ALSANCAK,1,PM10
2000-04-05,3,103,GUZELYALI,1,PM10
2000-04-05,2,85,BORNOVA,1,PM10
2000-04-06,2,20,BORNOVA,2,SO2
2000-04-06,3,22,GUZELYALI,2,SO2
2000-04-06,3,34,GUZELYALI,1,PM10
2000-04-06,2,38,BORNOVA,1,PM10
2000-04-06,1,19,ALSANCAK,2,SO2
2000-04-07,2,17,BORNOVA,2,SO2
2000-04-07,1,29,ALSANCAK,1,PM10
2000-04-07,4,5,KARSIYAKA,2,SO2
2000-04-07,3,36,GUZELYALI,2,SO2
2000-04-07,1,7,ALSANCAK,2,SO2
2000-04-08,4,18,KARSIYAKA,2,SO2
2000-04-08,4,16,KARSIYAKA,1,PM10
2000-04-08,3,29,GUZELYALI,2,SO2
2000-04-08,1,40,ALSANCAK,2,SO2
2000-04-09,1,32,ALSANCAK,2,SO2
2000-04-10,2,23,BORNOVA,2,SO2
2000-04-10,3,72,GUZELYALI,2,SO2
2000-04-10,2,18,BORNOVA,1,PM10
2000-04-10,1,55,ALSANCAK,2,SO2
2000-04-11,2,40,BORNOVA,2,SO2
2000-04-11,1,70,ALSANCAK,1,PM10
2000-04-11,4,34,KARSIYAKA,2,SO2
2000-04-11,3,64,GUZELYALI,2,SO2
2000-04-11,2,62,BORNOVA,1,PM10
2000-04-11,1,59,ALSANCAK,2,SO2
2000-04-12,2,13,BORNOVA,2,SO2
2000-04-12,4,31,KARSIYAKA,2,SO2
2000-04-12,3,52,GUZELYALI,2,SO2
2000-04-12,3,81,GUZELYALI,1,PM10
2000-04-12,2,76,BORNOVA,1,PM10
2000-04-13,4,27,KARSIYAKA,2,SO2
2000-04-13,4,47,KARSIYAKA,1,PM10
2000-04-13,3,74,GUZELYALI,1,PM10
2000-04-13,2,98,BORNOVA,1,PM10
2000-04-13,1,17,ALSANCAK,2,SO2
2000-04-14,1,81,ALSANCAK,1,PM10
2000-04-14,4,57,KARSIYAKA,1,PM10
2000-04-14,3,26,GUZELYALI,2,SO2
2000-04-14,2,70,BORNOVA,1,PM10
2000-04-14,1,34,ALSANCAK,2,SO2
2000-04-15,1,77,ALSANCAK,1,PM10
2000-04-15,3,37,GUZELYALI,2,SO2
2000-04-15,3,75,GUZELYALI,1,PM10
2000-04-15,2,93,BORNOVA,1,PM10
2000-04-16,1,64,ALSANCAK,1,PM10
2000-04-16,4,36,KARSIYAKA,2,SO2
2000-04-16,3,23,GUZELYALI,2,SO2
2000-04-16,3,56,GUZELYALI,1,PM10
2000-04-16,1,36,ALSANCAK,2,SO2
2000-04-17,3,39,GUZELYALI,2,SO2
2000-04-17,3,90,GUZELYALI,1,PM10
2000-04-17,2,96,BORNOVA,1,PM10
2000-04-18,4,50,KARSIYAKA,1,PM10
2000-04-18,2,91,BORNOVA,1,PM10
2000-04-19,4,15,KARSIYAKA,2,SO2
2000-04-19,4,17,KARSIYAKA,1,PM10
2000-04-19,3,20,GUZELYALI,2,SO2
2000-04-20,4,20,KARSIYAKA,2,SO2
2000-04-20,3,15,GUZELYALI,2,SO2
2000-04-20,2,50,BORNOVA,1,PM10
2000-04-21,4,7,KARSIYAKA,2,SO2
2000-04-21,3,24,GUZELYALI,2,SO2
2000-04-22,2,2,BORNOVA,2,SO2
2000-04-22,4,14,KARSIYAKA,2,SO2
2000-04-22,3,7,GUZELYALI,2,SO2
2000-04-23,4,1,KARSIYAKA,2,SO2
2000-04-23,3,38,GUZELYALI,1,PM10
2000-04-23,3,3,GUZELYALI,2,SO2
2000-04-24,2,3,BORNOVA,2,SO2
2000-04-24,4,19,KARSIYAKA,2,SO2
2000-04-25,4,9,KARSIYAKA,2,SO2
2000-04-25,3,10,GUZELYALI,2,SO2
2000-04-26,2,6,BORNOVA,2,SO2
2000-04-26,3,9,GUZELYALI,2,SO2
2000-04-27,2,9,BORNOVA,2,SO2
2000-04-27,3,17,GUZELYALI,2,SO2
2000-04-28,2,7,BORNOVA,2,SO2
2000-04-28,4,11,KARSIYAKA,2,SO2
2000-04-29,2,10,BORNOVA,2,SO2
2000-04-29,4,22,KARSIYAKA,2,SO2
2000-04-29,3,28,GUZELYALI,2,SO2
2000-04-30,3,14,GUZELYALI,2,SO2
2000-05-02,2,18,BORNOVA,2,SO2
2000-05-02,2,59,BORNOVA,1,PM10
