OlcumTarihi,BolgeId,OlcumDegeri,BolgeAdi,GazId,GazAdi
2009-03-04,5,86,SIRINYER,2,SO2
2009-03-05,5,100,SIRINYER,1,PM10
2009-03-09,5,34,SIRINYER,2,SO2
2009-03-10,6,99,CIGLI,2,SO2
2009-03-11,5,76,SIRINYER,1,PM10
2009-03-13,6,74,CIGLI,2,SO2
2009-03-14,5,59,SIRINYER,1,PM10
2009-03-15,5,84,SIRINYER,1,PM10
2009-03-17,6,70,CIGLI,1,PM10
2009-03-17,5,98,SIRINYER,1,PM10
2009-03-18,6,55,CIGLI,1,PM10
2009-03-19,6,34,CIGLI,1,PM10
2009-03-24,5,77,SIRINYER,1,PM10
2009-03-25,6,125,CIGLI,2,SO2
2009-03-25,5,42,SIRINYER,1,PM10
2009-03-26,6,31,CIGLI,1,PM10
2009-03-27,6,39,CIGLI,1,PM10
2009-03-28,5,31,SIRINYER,2,SO2
2009-03-29,6,67,CIGLI,1,PM10
2009-03-30,6,120,CIGLI,1,PM10
2009-03-30,5,114,SIRINYER,1,PM10
2009-04-02,6,104,CIGLI,1,PM10
2009-04-04,6,78,CIGLI,1,PM10
2009-04-05,5,71,SIRINYER,1,PM10
2009-04-07,6,22,CIGLI,1,PM10
2009-04-07,5,28,SIRINYER,1,PM10
2009-04-09,5,63,SIRINYER,1,PM10
2009-04-10,6,76,CIGLI,1,PM10
2009-04-12,6,66,CIGLI,1,PM10
2009-04-15,6,27,CIGLI,1,PM10
2009-04-15,5,25,SIRINYER,1,PM10
2009-04-16,6,51,CIGLI,1,PM10
2009-04-17,6,119,CIGLI,2,SO2
2009-04-19,5,103,SIRINYER,1,PM10
2009-04-21,6,113,CIGLI,1,PM10
2009-04-21,5,136,SIRINYER,1,PM10
2009-04-23,6,29,CIGLI,1,PM10
2009-04-23,5,29,SIRINYER,1,PM10
2009-05-14,6,25,CIGLI,2,SO2
2009-05-26,6,30,CIGLI,2,SO2
2009-05-31,6,16,CIGLI,2,SO2
2009-06-05,6,44,CIGLI,1,PM10
2009-06-05,5,38,SIRINYER,1,PM10
2009-06-13,6,26,CIGLI,2,SO2
2009-06-27,6,30,CIGLI,1,PM10
2009-07-05,6,87,CIGLI,2,SO2
2009-07-08,6,84,CIGLI,2,SO2
2009-07-08,5,29,SIRINYER,2,SO2
2009-07-09,6,84,CIGLI,1,PM10
2009-07-13,6,49,CIGLI,1,PM10
2009-07-13,6,81,CIGLI,2,SO2
2009-07-13,5,21,SIRINYER,2,SO2
2009-07-23,6,71,CIGLI,2,SO2
2009-07-24,6,80,CIGLI,2,SO2
2009-07-25,6,65,CIGLI,2,SO2
2009-07-26,6,46,CIGLI,2,SO2
2009-07-27,6,48,CIGLI,2,SO2
2009-07-28,6,35,CIGLI,2,SO2
2009-07-29,6,34,CIGLI,2,SO2
2009-07-30,6,28,CIGLI,2,SO2
2009-08-07,6,1,CIGLI,2,SO2
2009-08-15,6,19,CIGLI,2,SO2
2009-08-20,5,72,SIRINYER,1,PM10
2009-09-03,5,22,SIRINYER,2,SO2
2009-09-05,2,74,BORNOVA,2,SO2
2009-09-08,6,32,CIGLI,1,PM10
2009-09-08,5,31,SIRINYER,1,PM10
2009-09-16,6,42,CIGLI,2,SO2
2009-09-21,5,19,SIRINYER,1,PM10
2009-09-29,6,18,CIGLI,2,SO2
2009-09-30,5,39,SIRINYER,2,SO2
2009-10-01,4,182,KARSIYAKA,1,PM10
2009-10-01,5,37,SIRINYER,2,SO2
2009-10-04,5,23,SIRINYER,1,PM10
2009-10-04,5,18,SIRINYER,2,SO2
2009-10-10,6,114,CIGLI,2,SO2
2009-10-14,6,21,CIGLI,1,PM10
2009-10-17,5,27,SIRINYER,1,PM10
2009-10-27,2,207,BORNOVA,1,PM10
2009-11-01,6,10,CIGLI,1,PM10
2009-11-02,6,20,CIGLI,1,PM10
2009-11-02,5,58,SIRINYER,2,SO2
2009-11-11,6,92,CIGLI,2,SO2
2009-11-12,6,52,CIGLI,2,SO2
2009-11-16,6,86,CIGLI,1,PM10
2009-11-16,5,122,SIRINYER,1,PM10
2009-11-17,6,89,CIGLI,1,PM10
2009-11-19,6,45,CIGLI,2,SO2
2009-11-20,6,148,CIGLI,1,PM10
2009-11-20,5,97,SIRINYER,1,PM10
2009-11-21,6,141,CIGLI,1,PM10
2009-11-22,5,141,SIRINYER,1,PM10
2009-11-23,6,175,CIGLI,1,PM10
2009-11-23,1,173,ALSANCAK,1,PM10
2009-11-24,6,153,CIGLI,1,PM10
2009-11-24,6,27,CIGLI,2,SO2
2009-11-25,6,155,CIGLI,2,SO2
2009-11-25,5,169,SIRINYER,1,PM10
2009-11-26,6,119,CIGLI,1,PM10
2009-11-26,5,188,SIRINYER,1,PM10
2009-11-27,1,162,ALSANCAK,1,PM10
2009-11-27,5,160,SIRINYER,1,PM10
2009-11-30,5,88,SIRINYER,1,PM10
2009-12-09,6,132,CIGLI,1,PM10
2009-12-09,4,138,KARSIYAKA,1,PM10
2009-12-09,5,105,SIRINYER,1,PM10
2009-12-10,6,81,CIGLI,1,PM10
2009-12-14,6,109,CIGLI,1,PM10
2009-12-14,5,157,SIRINYER,1,PM10
2009-12-18,6,24,CIGLI,1,PM10
2009-12-22,6,110,CIGLI,1,PM10
2009-12-29,5,124,SIRINYER,1,PM10
2009-12-30,5,166,SIRINYER,1,PM10
2010-01-22,6,5,CIGLI,1,PM10
2010-01-27,5,236,SIRINYER,1,PM10
2010-02-07,6,18,CIGLI,1,PM10
2010-02-07,5,15,SIRINYER,1,PM10
2010-02-15,5,90,SIRINYER,1,PM10
2010-03-01,6,65,CIGLI,1,PM10
2010-03-01,4,42,KARSIYAKA,1,PM10
2010-03-01,6,10,CIGLI,2,SO2
2010-03-01,3,12,GUZELYALI,1,PM10
2010-03-01,1,48,ALSANCAK,1,PM10
2010-03-01,5,6,SIRINYER,2,SO2
2010-03-01,7,41,BAYRAKLI,2,SO2
2010-03-01,4,34,KARSIYAKA,2,SO2
2010-03-01,5,51,SIRINYER,1,PM10
2010-03-01,2,29,BORNOVA,2,SO2
2010-03-01,3,11,GUZELYALI,2,SO2
2010-03-01,1,9,ALSANCAK,2,SO2
2010-03-01,2,60,BORNOVA,1,PM10
2010-03-01,7,169,BAYRAKLI,1,PM10
2010-03-02,6,43,CIGLI,1,PM10
2010-03-02,4,44,KARSIYAKA,1,PM10
2010-03-02,3,14,GUZELYALI,1,PM10
2010-03-02,1,52,ALSANCAK,1,PM10
2010-03-02,7,37,BAYRAKLI,2,SO2
2010-03-02,4,37,KARSIYAKA,2,SO2
2010-03-02,5,46,SIRINYER,1,PM10
2010-03-02,2,32,BORNOVA,2,SO2
2010-03-02,3,7,GUZELYALI,2,SO2
2010-03-02,1,11,ALSANCAK,2,SO2
2010-03-02,2,72,BORNOVA,1,PM10
2010-03-02,7,114,BAYRAKLI,1,PM10
2010-03-03,6,47,CIGLI,1,PM10
2010-03-03,4,25,KARSIYAKA,1,PM10
2010-03-03,6,7,CIGLI,2,SO2
2010-03-03,1,35,ALSANCAK,1,PM10
2010-03-03,5,5,SIRINYER,2,SO2
2010-03-03,7,26,BAYRAKLI,2,SO2
2010-03-03,4,24,KARSIYAKA,2,SO2
2010-03-03,5,57,SIRINYER,1,PM10
2010-03-03,2,10,BORNOVA,2,SO2
2010-03-03,3,8,GUZELYALI,2,SO2
2010-03-03,2,35,BORNOVA,1,PM10
2010-03-03,7,75,BAYRAKLI,1,PM10
2010-03-04,6,54,CIGLI,1,PM10
2010-03-04,4,35,KARSIYAKA,1,PM10
2010-03-04,6,9,CIGLI,2,SO2
2010-03-04,3,11,GUZELYALI,1,PM10
2010-03-04,1,39,ALSANCAK,1,PM10
2010-03-04,5,8,SIRINYER,2,SO2
2010-03-04,7,25,BAYRAKLI,2,SO2
2010-03-04,4,32,KARSIYAKA,2,SO2
2010-03-04,5,47,SIRINYER,1,PM10
2010-03-04,2,15,BORNOVA,2,SO2
2010-03-04,1,5,ALSANCAK,2,SO2
2010-03-04,2,33,BORNOVA,1,PM10
2010-03-04,7,76,BAYRAKLI,1,PM10
2010-03-05,7,17,BAYRAKLI,2,SO2
2010-03-05,7,79,BAYRAKLI,1,PM10
2010-03-06,6,24,CIGLI,1,PM10
2010-03-06,4,19,KARSIYAKA,1,PM10
2010-03-06,6,6,CIGLI,2,SO2
2010-03-06,1,19,ALSANCAK,1,PM10
2010-03-06,5,28,SIRINYER,2,SO2
2010-03-06,7,13,BAYRAKLI,2,SO2
2010-03-06,4,15,KARSIYAKA,2,SO2
2010-03-06,5,29,SIRINYER,1,PM10
2010-03-06,2,9,BORNOVA,2,SO2
2010-03-06,3,6,GUZELYALI,2,SO2
2010-03-06,2,28,BORNOVA,1,PM10
2010-03-06,7,50,BAYRAKLI,1,PM10
2010-03-07,6,39,CIGLI,1,PM10
2010-03-07,4,27,KARSIYAKA,1,PM10
2010-03-07,6,5,CIGLI,2,SO2
2010-03-07,1,26,ALSANCAK,1,PM10
2010-03-07,5,32,SIRINYER,2,SO2
2010-03-07,7,12,BAYRAKLI,2,SO2
2010-03-07,4,20,KARSIYAKA,2,SO2
2010-03-07,5,49,SIRINYER,1,PM10
2010-03-07,2,6,BORNOVA,2,SO2
2010-03-07,1,4,ALSANCAK,2,SO2
2010-03-07,2,30,BORNOVA,1,PM10
2010-03-07,7,42,BAYRAKLI,1,PM10
2010-03-08,6,112,CIGLI,1,PM10
2010-03-08,5,129,SIRINYER,1,PM10
2010-03-09,5,35,SIRINYER,2,SO2
2010-03-09,5,147,SIRINYER,1,PM10
2010-03-09,2,164,BORNOVA,1,PM10
2010-03-11,6,117,CIGLI,1,PM10
2010-03-11,4,80,KARSIYAKA,1,PM10
2010-03-11,6,13,CIGLI,2,SO2
2010-03-11,3,95,GUZELYALI,1,PM10
2010-03-11,1,83,ALSANCAK,1,PM10
2010-03-11,5,36,SIRINYER,2,SO2
2010-03-11,7,39,BAYRAKLI,2,SO2
2010-03-11,4,35,KARSIYAKA,2,SO2
2010-03-11,5,128,SIRINYER,1,PM10
2010-03-11,2,8,BORNOVA,2,SO2
2010-03-11,3,36,GUZELYALI,2,SO2
2010-03-11,2,93,BORNOVA,1,PM10
2010-03-11,7,136,BAYRAKLI,1,PM10
2010-03-12,6,59,CIGLI,1,PM10
2010-03-12,4,62,KARSIYAKA,1,PM10
2010-03-12,3,54,GUZELYALI,1,PM10
2010-03-12,1,75,ALSANCAK,1,PM10
2010-03-12,7,32,BAYRAKLI,2,SO2
2010-03-12,4,30,KARSIYAKA,2,SO2
2010-03-12,5,84,SIRINYER,1,PM10
2010-03-12,2,12,BORNOVA,2,SO2
2010-03-12,3,28,GUZELYALI,2,SO2
2010-03-12,1,8,ALSANCAK,2,SO2
2010-03-12,2,55,BORNOVA,1,PM10
2010-03-12,7,95,BAYRAKLI,1,PM10
2010-03-13,4,58,KARSIYAKA,1,PM10
2010-03-13,3,43,GUZELYALI,1,PM10
2010-03-13,1,51,ALSANCAK,1,PM10
2010-03-13,5,27,SIRINYER,2,SO2
2010-03-13,7,28,BAYRAKLI,2,SO2
2010-03-13,4,45,KARSIYAKA,2,SO2
2010-03-13,5,58,SIRINYER,1,PM10
2010-03-13,2,19,BORNOVA,2,SO2
2010-03-13,3,23,GUZELYALI,2,SO2
2010-03-13,2,47,BORNOVA,1,PM10
2010-03-13,7,90,BAYRAKLI,1,PM10
2010-03-14,1,34,ALSANCAK,1,PM10
2010-03-14,5,20,SIRINYER,2,SO2
2010-03-14,7,22,BAYRAKLI,2,SO2
2010-03-14,5,56,SIRINYER,1,PM10
2010-03-14,1,6,ALSANCAK,2,SO2
2010-03-14,7,57,BAYRAKLI,1,PM10
2010-03-15,4,31,KARSIYAKA,1,PM10
2010-03-15,3,35,GUZELYALI,1,PM10
2010-03-15,1,32,ALSANCAK,1,PM10
2010-03-15,5,19,SIRINYER,2,SO2
2010-03-15,7,27,BAYRAKLI,2,SO2
2010-03-15,4,29,KARSIYAKA,2,SO2
2010-03-15,2,30,BORNOVA,2,SO2
2010-03-15,3,24,GUZELYALI,2,SO2
2010-03-15,1,13,ALSANCAK,2,SO2
2010-03-15,7,48,BAYRAKLI,1,PM10
2010-03-16,4,36,KARSIYAKA,1,PM10
2010-03-16,1,40,ALSANCAK,1,PM10
2010-03-16,5,14,SIRINYER,2,SO2
2010-03-16,7,38,BAYRAKLI,2,SO2
2010-03-16,5,64,SIRINYER,1,PM10
2010-03-16,2,36,BORNOVA,2,SO2
2010-03-16,2,25,BORNOVA,1,PM10
2010-03-16,7,54,BAYRAKLI,1,PM10
2010-03-17,4,52,KARSIYAKA,1,PM10
2010-03-17,3,48,GUZELYALI,1,PM10
2010-03-17,1,80,ALSANCAK,1,PM10
2010-03-17,5,26,SIRINYER,2,SO2
2010-03-17,7,36,BAYRAKLI,2,SO2
2010-03-17,4,46,KARSIYAKA,2,SO2
2010-03-17,5,94,SIRINYER,1,PM10
2010-03-17,2,46,BORNOVA,2,SO2
2010-03-17,3,34,GUZELYALI,2,SO2
2010-03-17,2,37,BORNOVA,1,PM10
2010-03-18,7,43,BAYRAKLI,2,SO2
2010-03-18,7,48,BAYRAKLI,1,PM10
2010-03-19,4,45,KARSIYAKA,1,PM10
2010-03-19,3,39,GUZELYALI,1,PM10
2010-03-19,5,7,SIRINYER,2,SO2
2010-03-19,4,48,KARSIYAKA,2,SO2
2010-03-19,2,56,BORNOVA,2,SO2
2010-03-19,3,35,GUZELYALI,2,SO2
2010-03-19,2,34,BORNOVA,1,PM10
2010-03-19,7,59,BAYRAKLI,1,PM10
2010-03-20,4,66,KARSIYAKA,1,PM10
2010-03-20,3,62,GUZELYALI,1,PM10
2010-03-20,1,56,ALSANCAK,1,PM10
2010-03-20,5,11,SIRINYER,2,SO2
2010-03-20,7,46,BAYRAKLI,2,SO2
2010-03-20,5,109,SIRINYER,1,PM10
2010-03-20,2,57,BORNOVA,2,SO2
2010-03-20,3,40,GUZELYALI,2,SO2
2010-03-20,2,48,BORNOVA,1,PM10
2010-03-20,7,97,BAYRAKLI,1,PM10
2010-03-21,4,84,KARSIYAKA,1,PM10
2010-03-21,3,70,GUZELYALI,1,PM10
2010-03-21,7,48,BAYRAKLI,2,SO2
2010-03-21,4,72,KARSIYAKA,2,SO2
2010-03-21,5,81,SIRINYER,1,PM10
2010-03-21,2,47,BORNOVA,2,SO2
2010-03-21,3,37,GUZELYALI,2,SO2
2010-03-21,1,14,ALSANCAK,2,SO2
2010-03-21,7,94,BAYRAKLI,1,PM10
2010-03-22,4,46,KARSIYAKA,1,PM10
2010-03-22,3,41,GUZELYALI,1,PM10
2010-03-22,1,36,ALSANCAK,1,PM10
2010-03-22,4,47,KARSIYAKA,2,SO2
2010-03-22,5,52,SIRINYER,1,PM10
2010-03-22,1,18,ALSANCAK,2,SO2
2010-03-22,2,61,BORNOVA,1,PM10
2010-03-22,7,91,BAYRAKLI,1,PM10
2010-03-23,4,65,KARSIYAKA,1,PM10
2010-03-23,3,69,GUZELYALI,1,PM10
2010-03-23,1,94,ALSANCAK,1,PM10
2010-03-23,5,10,SIRINYER,2,SO2
2010-03-23,7,43,BAYRAKLI,2,SO2
2010-03-23,5,113,SIRINYER,1,PM10
2010-03-23,2,82,BORNOVA,1,PM10
2010-03-23,7,112,BAYRAKLI,1,PM10
2010-03-24,3,68,GUZELYALI,1,PM10
2010-03-24,1,68,ALSANCAK,1,PM10
2010-03-24,7,42,BAYRAKLI,2,SO2
2010-03-24,5,85,SIRINYER,1,PM10
2010-03-24,2,20,BORNOVA,2,SO2
2010-03-24,3,26,GUZELYALI,2,SO2
2010-03-24,2,88,BORNOVA,1,PM10
2010-03-24,7,124,BAYRAKLI,1,PM10
2010-03-25,4,51,KARSIYAKA,1,PM10
2010-03-25,1,49,ALSANCAK,1,PM10
2010-03-25,5,4,SIRINYER,2,SO2
2010-03-25,5,69,SIRINYER,1,PM10
2010-03-25,3,25,GUZELYALI,2,SO2
2010-03-25,2,54,BORNOVA,1,PM10
2010-03-25,7,89,BAYRAKLI,1,PM10
2010-03-26,4,41,KARSIYAKA,1,PM10
2010-03-26,3,55,GUZELYALI,1,PM10
2010-03-26,5,3,SIRINYER,2,SO2
2010-03-26,7,40,BAYRAKLI,2,SO2
2010-03-26,4,17,KARSIYAKA,2,SO2
2010-03-26,2,14,BORNOVA,2,SO2
2010-03-26,7,69,BAYRAKLI,1,PM10
2010-03-27,4,50,KARSIYAKA,1,PM10
2010-03-27,3,63,GUZELYALI,1,PM10
2010-03-27,1,50,ALSANCAK,1,PM10
2010-03-27,7,44,BAYRAKLI,2,SO2
2010-03-27,5,76,SIRINYER,1,PM10
2010-03-27,2,26,BORNOVA,2,SO2
2010-03-27,3,27,GUZELYALI,2,SO2
2010-03-27,7,84,BAYRAKLI,1,PM10
2010-03-28,3,46,GUZELYALI,1,PM10
2010-03-28,1,43,ALSANCAK,1,PM10
2010-03-28,3,16,GUZELYALI,2,SO2
2010-03-28,7,82,BAYRAKLI,1,PM10
2010-03-29,4,26,KARSIYAKA,1,PM10
2010-03-29,1,27,ALSANCAK,1,PM10
2010-03-29,4,21,KARSIYAKA,2,SO2
2010-03-29,5,39,SIRINYER,1,PM10
2010-03-29,2,13,BORNOVA,2,SO2
2010-03-29,3,21,GUZELYALI,2,SO2
2010-03-29,7,32,BAYRAKLI,1,PM10
2010-03-30,1,10,ALSANCAK,2,SO2
2010-03-30,2,25,BORNOVA,2,SO2
2010-03-30,3,20,GUZELYALI,2,SO2
2010-03-30,4,38,KARSIYAKA,1,PM10
2010-03-30,7,57,BAYRAKLI,2,SO2
2010-03-30,7,66,BAYRAKLI,1,PM10
2010-03-31,1,30,ALSANCAK,1,PM10
2010-03-31,2,62,BORNOVA,1,PM10
2010-03-31,3,19,GUZELYALI,2,SO2
2010-03-31,4,28,KARSIYAKA,1,PM10
2010-03-31,5,43,SIRINYER,1,PM10
2010-03-31,7,47,BAYRAKLI,2,SO2
2010-03-31,7,70,BAYRAKLI,1,PM10
2010-04-01,4,39,KARSIYAKA,1,PM10
2010-04-01,4,22,KARSIYAKA,2,SO2
2010-04-01,3,44,GUZELYALI,1,PM10
2010-04-01,2,49,BORNOVA,1,PM10
2010-04-01,5,42,SIRINYER,1,PM10
2010-04-02,4,47,KARSIYAKA,1,PM10
2010-04-02,3,50,GUZELYALI,1,PM10
2010-04-02,3,17,GUZELYALI,2,SO2
2010-04-02,2,57,BORNOVA,1,PM10
2010-04-02,5,45,SIRINYER,1,PM10
2010-04-02,7,23,BAYRAKLI,2,SO2
2010-04-03,4,29,KARSIYAKA,1,PM10
2010-04-03,3,33,GUZELYALI,1,PM10
2010-04-03,2,45,BORNOVA,1,PM10
2010-04-03,1,24,ALSANCAK,1,PM10
2010-04-03,5,50,SIRINYER,1,PM10
2010-04-03,7,46,BAYRAKLI,1,PM10
2010-04-03,7,29,BAYRAKLI,2,SO2
2010-04-04,4,13,KARSIYAKA,2,SO2
2010-04-04,3,36,GUZELYALI,1,PM10
2010-04-04,3,18,GUZELYALI,2,SO2
2010-04-04,2,41,BORNOVA,1,PM10
2010-04-04,2,7,BORNOVA,2,SO2
2010-04-04,7,60,BAYRAKLI,1,PM10
2010-04-05,2,16,BORNOVA,2,SO2
2010-04-05,1,46,ALSANCAK,1,PM10
2010-04-05,5,72,SIRINYER,1,PM10
2010-04-05,7,45,BAYRAKLI,2,SO2
2010-04-06,4,9,KARSIYAKA,2,SO2
2010-04-06,3,30,GUZELYALI,1,PM10
2010-04-06,3,14,GUZELYALI,2,SO2
2010-04-06,2,42,BORNOVA,1,PM10
2010-04-06,2,4,BORNOVA,2,SO2
2010-04-06,1,20,ALSANCAK,1,PM10
2010-04-06,5,40,SIRINYER,1,PM10
2010-04-06,7,37,BAYRAKLI,1,PM10
2010-04-06,7,20,BAYRAKLI,2,SO2
2010-04-07,7,26,BAYRAKLI,1,PM10
2010-04-07,7,44,BAYRAKLI,2,SO2
2010-04-08,7,99,BAYRAKLI,1,PM10
2010-04-08,7,27,BAYRAKLI,2,SO2
2010-04-09,7,44,BAYRAKLI,1,PM10
2010-04-10,2,31,BORNOVA,1,PM10
2010-04-10,1,7,ALSANCAK,2,SO2
2010-04-10,7,35,BAYRAKLI,1,PM10
2010-04-10,7,11,BAYRAKLI,2,SO2
2010-04-11,1,28,ALSANCAK,1,PM10
2010-04-11,7,36,BAYRAKLI,1,PM10
2010-04-11,7,18,BAYRAKLI,2,SO2
2010-04-11,4,32,KARSIYAKA,1,PM10
2010-04-11,4,23,KARSIYAKA,2,SO2
2010-04-11,3,32,GUZELYALI,1,PM10
2010-04-11,3,22,GUZELYALI,2,SO2
2010-04-12,2,17,BORNOVA,2,SO2
2010-04-12,5,2,SIRINYER,2,SO2
2010-04-12,7,31,BAYRAKLI,1,PM10
2010-04-12,3,37,GUZELYALI,1,PM10
2010-04-13,2,51,BORNOVA,1,PM10
2010-04-13,2,23,BORNOVA,2,SO2
2010-04-13,5,65,SIRINYER,1,PM10
2010-04-13,7,62,BAYRAKLI,1,PM10
2010-04-13,7,17,BAYRAKLI,2,SO2
2010-04-13,4,40,KARSIYAKA,1,PM10
2010-04-13,3,53,GUZELYALI,1,PM10
2010-04-14,7,71,BAYRAKLI,1,PM10
2010-04-14,7,23,BAYRAKLI,2,SO2
2010-04-15,7,74,BAYRAKLI,1,PM10
2010-04-15,7,26,BAYRAKLI,2,SO2
2010-04-16,7,117,BAYRAKLI,1,PM10
2010-04-16,7,33,BAYRAKLI,2,SO2
2010-04-17,7,56,BAYRAKLI,2,SO2
2010-04-18,7,39,BAYRAKLI,2,SO2
2010-04-19,7,30,BAYRAKLI,2,SO2
2010-04-20,7,67,BAYRAKLI,1,PM10
2010-04-20,7,13,BAYRAKLI,2,SO2
2010-04-21,4,6,KARSIYAKA,2,SO2
2010-04-21,3,26,GUZELYALI,1,PM10
2010-04-21,2,3,BORNOVA,2,SO2
2010-04-21,5,24,SIRINYER,1,PM10
2010-04-21,6,15,CIGLI,1,PM10
2010-04-21,7,29,BAYRAKLI,1,PM10
2010-04-22,4,11,KARSIYAKA,2,SO2
2010-04-22,3,31,GUZELYALI,1,PM10
2010-04-22,2,44,BORNOVA,1,PM10
2010-04-22,6,28,CIGLI,1,PM10
2010-04-22,7,53,BAYRAKLI,1,PM10
2010-04-23,4,63,KARSIYAKA,1,PM10
2010-04-23,4,8,KARSIYAKA,2,SO2
2010-04-23,3,52,GUZELYALI,1,PM10
2010-04-23,5,62,SIRINYER,1,PM10
2010-04-23,6,36,CIGLI,1,PM10
2010-04-23,7,86,BAYRAKLI,1,PM10
2010-04-24,7,72,BAYRAKLI,1,PM10
2010-04-24,7,34,BAYRAKLI,2,SO2
2010-04-25,7,66,BAYRAKLI,1,PM10
2010-04-25,7,51,BAYRAKLI,2,SO2
2010-04-26,7,36,BAYRAKLI,2,SO2
2010-04-27,6,48,CIGLI,1,PM10
2010-04-27,2,46,BORNOVA,1,PM10
2010-04-27,5,38,SIRINYER,1,PM10
2010-04-27,7,39,BAYRAKLI,1,PM10
2010-04-27,7,30,BAYRAKLI,2,SO2
2010-04-28,6,38,CIGLI,1,PM10
2010-04-28,3,15,GUZELYALI,2,SO2
2010-04-28,2,38,BORNOVA,1,PM10
2010-04-28,5,44,SIRINYER,1,PM10
2010-04-28,7,49,BAYRAKLI,1,PM10
2010-04-28,7,34,BAYRAKLI,2,SO2
2010-04-28,1,2,ALSANCAK,2,SO2
2010-04-28,4,12,KARSIYAKA,2,SO2
2010-04-30,7,52,BAYRAKLI,1,PM10
2010-05-01,2,56,BORNOVA,1,PM10
2010-05-01,1,31,ALSANCAK,1,PM10
2010-05-01,6,40,CIGLI,1,PM10
2010-05-01,6,23,CIGLI,2,SO2
2010-05-02,2,53,BORNOVA,1,PM10
2010-05-02,1,12,ALSANCAK,2,SO2
2010-05-02,5,63,SIRINYER,1,PM10
2010-05-02,6,40,CIGLI,2,SO2
2010-05-03,6,36,CIGLI,2,SO2
2010-05-03,7,97,BAYRAKLI,1,PM10
2010-05-04,5,60,SIRINYER,1,PM10
2010-05-04,6,51,CIGLI,1,PM10
2010-05-04,6,48,CIGLI,2,SO2
2010-05-04,7,81,BAYRAKLI,1,PM10
2010-05-04,7,76,BAYRAKLI,2,SO2
2010-05-06,6,52,CIGLI,1,PM10
2010-05-06,2,85,BORNOVA,1,PM10
2010-05-06,1,53,ALSANCAK,1,PM10
2010-05-06,5,75,SIRINYER,1,PM10
2010-05-06,7,103,BAYRAKLI,1,PM10
2010-05-07,6,25,CIGLI,2,SO2
2010-05-07,6,45,CIGLI,1,PM10
2010-05-07,3,51,GUZELYALI,1,PM10
2010-05-07,2,78,BORNOVA,1,PM10
2010-05-07,2,31,BORNOVA,2,SO2
2010-05-07,7,61,BAYRAKLI,1,PM10
2010-05-08,6,37,CIGLI,2,SO2
2010-05-08,4,68,KARSIYAKA,1,PM10
2010-05-08,4,16,KARSIYAKA,2,SO2
2010-05-08,3,72,GUZELYALI,1,PM10
2010-05-08,2,84,BORNOVA,1,PM10
2010-05-08,1,57,ALSANCAK,1,PM10
2010-05-08,5,67,SIRINYER,1,PM10
2010-05-08,5,9,SIRINYER,2,SO2
2010-05-09,6,32,CIGLI,2,SO2
2010-05-09,7,83,BAYRAKLI,1,PM10
2010-05-10,7,61,BAYRAKLI,1,PM10
2010-05-11,6,44,CIGLI,2,SO2
2010-05-11,4,43,KARSIYAKA,1,PM10
2010-05-11,2,69,BORNOVA,1,PM10
2010-05-11,2,22,BORNOVA,2,SO2
2010-05-11,5,104,SIRINYER,1,PM10
2010-05-13,6,32,CIGLI,2,SO2
2010-05-13,6,58,CIGLI,1,PM10
2010-05-13,4,76,KARSIYAKA,1,PM10
2010-05-13,2,99,BORNOVA,1,PM10
2010-05-13,1,59,ALSANCAK,1,PM10
2010-05-13,1,16,ALSANCAK,2,SO2
2010-05-13,5,61,SIRINYER,1,PM10
2010-05-13,7,87,BAYRAKLI,1,PM10
2010-05-14,6,55,CIGLI,1,PM10
2010-05-14,6,20,CIGLI,2,SO2
2010-05-14,4,64,KARSIYAKA,1,PM10
2010-05-14,3,66,GUZELYALI,1,PM10
2010-05-14,1,54,ALSANCAK,1,PM10
2010-05-14,1,15,ALSANCAK,2,SO2
2010-05-14,7,78,BAYRAKLI,1,PM10
2010-05-14,7,15,BAYRAKLI,2,SO2
2010-05-15,6,49,CIGLI,1,PM10
2010-05-15,4,53,KARSIYAKA,1,PM10
2010-05-15,4,3,KARSIYAKA,2,SO2
2010-05-15,3,60,GUZELYALI,1,PM10
2010-05-15,3,12,GUZELYALI,2,SO2
2010-05-15,7,14,BAYRAKLI,2,SO2
2010-05-16,6,19,CIGLI,2,SO2
2010-05-16,4,85,KARSIYAKA,1,PM10
2010-05-16,4,14,KARSIYAKA,2,SO2
2010-05-16,7,6,BAYRAKLI,2,SO2
2010-05-17,1,22,ALSANCAK,1,PM10
2010-05-17,3,13,GUZELYALI,2,SO2
2010-05-17,4,21,KARSIYAKA,1,PM10
2010-05-17,5,33,SIRINYER,1,PM10
2010-05-17,6,25,CIGLI,1,PM10
2010-05-18,4,7,KARSIYAKA,2,SO2
2010-05-18,3,24,GUZELYALI,1,PM10
2010-05-18,2,1,BORNOVA,2,SO2
2010-05-18,1,21,ALSANCAK,1,PM10
2010-05-18,6,18,CIGLI,1,PM10
2010-05-18,6,17,CIGLI,2,SO2
2010-05-18,7,4,BAYRAKLI,2,SO2
2010-05-19,3,29,GUZELYALI,1,PM10
2010-05-19,2,36,BORNOVA,1,PM10
2010-05-19,5,37,SIRINYER,1,PM10
2010-05-19,6,19,CIGLI,1,PM10
2010-05-19,6,22,CIGLI,2,SO2
2010-05-20,6,22,CIGLI,1,PM10
2010-05-20,6,33,CIGLI,2,SO2
